"","MFMRCFS0322","MFMRCFS0422","MFMRCFS0522","MFMRCFS0622","MFMRCFS0722","MFMRCFS0822","MFMRCFS0922","MFMRCFS1022","MFMRCFS1122","MFMRCFS1222","MFMRCFS1322","MFMRCFS1422","MFMRCFS1522","MFMRCFS1622","MFMRCFS1722"
"Streptomyces xiamenensis",46,12,0,15,30,20,29,49,24,23,34,0,0,0,35
"Streptomyces xinghaiensis",152,44,68,48,103,30,102,90,54,30,68,15,20,24,14
"Streptomyces yatensis",66,32,47,37,31,20,76,43,0,22,39,37,23,0,0
"Yinghuangia sp. ASG 101",142,54,80,48,102,42,110,74,26,40,78,44,32,18,10
"Nocardiopsis alba",145,105,71,34,75,32,81,58,25,66,49,32,19,27,14
"Nocardiopsis dassonvillei",184,64,100,45,63,46,120,110,68,30,59,33,37,0,0
"Nocardiopsis gilva",110,54,62,42,76,46,84,48,34,26,38,28,24,16,0
"Nocardiopsis sp. HDS12",94,37,58,23,45,21,99,34,22,30,55,0,0,0,0
"Nocardiopsis sp. MT53",149,91,106,38,85,46,129,76,44,50,58,18,16,28,13
"Spiractinospora alimapuensis",66,34,50,34,74,16,100,36,36,24,40,18,18,0,0
"Streptomonospora litoralis",194,34,108,46,58,30,124,124,32,18,80,34,20,14,0
"Thermobifida fusca",58,18,34,28,46,30,48,26,56,30,22,20,18,0,0
"Nonomuraea coxensis",254,67,130,76,175,82,124,98,72,42,97,44,46,34,16
"Nonomuraea gerenzanensis",222,103,141,121,170,50,194,133,58,66,105,43,53,32,12
"Nonomuraea nitratireducens",252,88,132,61,143,59,185,106,111,44,97,52,44,16,16
"Nonomuraea sp. ATCC 55076",348,138,224,103,186,89,231,128,51,49,102,49,35,21,21
"Streptosporangium roseum",196,73,151,67,114,58,121,128,61,50,69,42,28,29,14
"Streptosporangium sp. 'caverna'",237,73,185,65,146,66,161,133,78,143,112,41,38,30,10
"Thermobispora bispora",96,42,44,48,57,12,88,48,36,22,25,28,24,24,14
"Actinomadura graeca",175,107,117,64,242,89,144,124,70,47,63,34,42,18,13
"Actinomadura sp. NAK00032",224,161,190,92,141,40,150,101,32,28,58,44,27,16,0
"Actinomadura sp. WMMA1423",215,93,108,52,155,47,170,127,58,51,97,57,43,37,0
"Actinomadura sp. WMMB 499",196,65,108,56,119,49,193,137,64,46,111,58,50,18,0
"Actinomadura verrucosospora",306,96,111,96,138,66,204,158,52,47,135,42,42,34,16
"Thermomonospora amylolytica",178,108,216,50,290,44,102,78,62,20,62,22,48,14,16
"Thermomonospora curvata",150,50,90,44,112,38,96,70,44,22,56,22,32,0,10
"Atopobium sp. oral taxon 416",322,248,256,134,246,232,256,248,122,58,170,106,92,62,20
"Lancefieldella parvula",97,90,118,52,64,62,123,66,62,36,48,60,48,44,26
"Olsenella sp. oral taxon 807",390,228,299,169,308,198,221,129,135,74,153,125,108,50,31
"Olsenella timonensis",1767,2088,1281,716,1199,2379,484,523,1259,688,440,690,794,218,141
"Olsenella uli",1107,633,530,308,555,705,382,356,342,191,294,254,271,71,44
"Parafannyhessea umbonata",1249,647,702,465,754,708,683,601,401,146,408,376,287,107,45
"Parolsenella catena",3368,3166,918,542,1072,1709,371,433,1458,833,391,638,719,271,145
"Parolsenella massiliensis",4905,4735,1677,931,1698,2909,699,615,2123,1441,550,1022,1364,487,273
"Thermophilibacter immobilis",1274,1587,956,472,862,1690,285,368,995,548,268,441,618,234,78
"Collinsella aerofaciens",13665,14704,4526,2225,3341,20789,1545,1752,4930,4167,1238,1497,1162,1264,678
"Collinsella sp. zg1085",70,38,46,42,24,74,100,38,30,36,38,34,40,30,14
"Collinsella stercoris",1334,910,430,246,476,720,506,294,342,234,214,262,204,116,54
"Coriobacterium glomerans",330,168,166,90,150,172,236,118,218,74,80,106,92,74,36
"Adlercreutzia equolifaciens",1120,704,803,408,882,312,457,544,376,184,453,573,623,186,117
"Adlercreutzia hattorii",966,501,688,343,625,371,438,515,372,162,370,535,425,136,73
"Arabiibacter massiliensis",860,576,722,330,634,298,414,470,386,164,370,440,358,102,78
"Berryella intestinalis",2169,925,816,715,1000,843,1391,1121,405,238,785,1016,797,230,130
"Cryptobacterium curtum",130,62,84,40,80,42,80,146,42,28,100,146,146,42,20
"Denitrobacterium detoxificans",1049,490,520,350,602,227,459,473,284,166,404,683,870,212,101
"Eggerthella guodeyinii",1190,729,958,394,919,457,398,453,466,186,396,583,487,218,110
"Eggerthella lenta",2295,1408,1694,745,1756,717,875,1146,969,454,989,1307,1001,385,231
"Eggerthella sp. YY7918",1187,442,714,337,704,333,483,553,397,160,404,686,624,117,100
"Gordonibacter pamelaeae",986,552,680,302,655,380,285,493,352,152,309,386,494,125,85
"Gordonibacter urolithinfaciens",852,466,622,290,676,232,325,415,309,123,338,381,358,126,43
"Phoenicibacter congonensis",127,61,44,36,69,38,114,104,48,40,94,62,70,27,15
"Slackia heliotrinireducens",1172,688,1016,548,1018,446,652,720,628,210,518,742,800,214,144
"Egibacter rhizosphaerae",72,32,46,30,32,30,58,46,22,20,28,22,10,10,10
"Egicoccus halophilus",118,52,52,38,46,20,58,78,18,40,42,32,12,10,16
"Euzebya pacifica",152,72,88,66,86,50,140,60,102,40,38,18,16,24,0
"Baekduia soli",176,54,100,52,70,34,140,112,34,68,84,34,26,12,0
"Rubrobacter indicoceani",96,14,30,20,38,22,106,70,16,10,46,26,12,0,0
"Rubrobacter marinus",58,32,56,30,50,22,108,28,22,18,32,20,10,12,10
"Rubrobacter radiotolerans",57,25,48,20,20,26,43,33,17,0,27,13,14,0,0
"Rubrobacter tropicus",100,36,34,58,50,30,62,36,30,10,32,28,32,10,0
"Rubrobacter xylanophilus",275,94,251,113,139,49,332,144,20,28,120,84,31,28,12
"Miltoncostaea marina",106,54,58,26,44,38,90,66,24,28,44,18,26,16,0
"Miltoncostaea oceani",112,46,50,46,78,42,114,78,24,28,76,40,16,14,0
"Conexibacter sp. SYSU D00693",136,50,74,52,48,46,152,80,40,86,56,38,26,22,0
"Conexibacter woesei",190,140,130,90,144,66,212,120,122,140,78,42,56,12,12
"Aquifex aeolicus",12,0,0,0,0,0,18,12,14,0,12,0,0,12,0
"Hydrogenobacter sp. T-8",0,0,0,0,0,0,14,0,12,0,0,0,0,0,0
"Hydrogenobacter thermophilus",0,14,0,0,0,0,14,12,10,0,0,0,16,10,0
"Thermocrinis albus",0,0,12,0,0,0,0,0,0,0,0,0,0,12,0
"Thermocrinis minervae",0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
"Thermocrinis ruber",0,0,0,0,0,0,16,0,0,0,0,0,0,0,12
"Persephonella marina",12,22,18,12,0,14,44,40,0,0,34,0,10,14,0
"Sulfurihydrogenibium azorense",0,10,0,0,0,0,14,0,0,0,0,0,12,16,0
"Thermosulfidibacter takaii",26,0,14,0,0,0,14,0,20,0,0,0,12,18,0
"Desulfurobacterium thermolithotrophum",0,18,0,0,0,0,20,14,20,20,0,0,0,10,0
"Thermovibrio ammonificans",28,14,14,14,16,0,60,32,12,0,22,12,0,0,0
"Chthonomonas calidirosea",42,22,28,10,42,20,46,30,38,0,22,0,22,0,0
"Fimbriimonas ginsengisoli",98,30,48,30,52,30,56,40,34,16,36,24,24,12,0
"Atribacter laminatus",30,22,16,12,26,0,34,16,18,22,10,14,12,72,48
"Bacteroides caccae",560,412,477,119,112,244,700,431,370,385,289,279,572,1310,638
"Bacteroides caecimuris",471,324,593,109,121,155,357,399,115,163,175,260,246,762,349
"Bacteroides cellulosilyticus",1524,1500,1274,398,247,561,1258,957,507,888,590,690,1212,3011,1689
"Bacteroides coprosuis",111,116,119,31,15,44,213,261,75,141,207,100,104,268,108
"Bacteroides eggerthii",2252,812,763,317,486,442,1213,861,631,617,640,796,912,1659,843
"Bacteroides faecis",439,360,478,90,133,209,589,537,255,213,405,276,436,863,440
"Bacteroides fragilis",2860,1543,1549,579,842,1151,2451,1633,914,954,1284,1444,1321,2890,1461
"Bacteroides helcogenes",1298,715,576,189,212,409,670,528,336,353,336,432,627,1420,811
"Bacteroides heparinolyticus",1471,609,608,185,323,449,747,520,353,431,393,538,580,1110,637
"Bacteroides intestinalis",550,513,407,120,72,189,404,361,209,182,259,251,355,859,368
"Bacteroides luhongzhouii",233,219,197,81,50,145,224,100,98,115,69,123,237,527,294
"Bacteroides nordii",480,1582,754,327,97,221,1075,746,495,633,486,962,1480,3079,1525
"Bacteroides ovatus",1295,841,861,218,301,314,1062,545,404,444,665,1043,1135,1753,1098
"Bacteroides salyersiae",878,385,409,146,140,238,899,777,295,324,557,379,400,852,470
"Bacteroides sp. A1C1",211,71,0,0,0,0,71,92,0,68,0,0,97,160,143
"Bacteroides sp. CACC 737",0,58,267,81,152,193,97,0,61,73,68,0,79,132,62
"Bacteroides sp. CBA7301",920,537,521,134,159,293,663,507,225,298,347,344,595,1162,603
"Bacteroides sp. HF-162",143,228,0,0,0,0,0,0,85,0,0,241,249,286,119
"Bacteroides sp. KGMB07931",218,0,0,0,0,0,590,135,0,0,202,0,0,127,0
"Bacteroides sp. KGMB10229",246,0,0,0,0,0,143,141,0,0,0,0,0,159,110
"Bacteroides sp. M10",291,279,174,84,47,103,362,141,128,173,87,101,259,356,193
"Bacteroides sp. PHL 2737",0,0,0,0,0,0,0,1568,0,0,0,0,0,1029,0
"Bacteroides sp. ZJ-18",95,0,0,0,0,0,0,0,0,0,0,52,0,132,61
"Bacteroides stercoris",2206,642,682,266,380,392,941,707,279,327,548,475,577,1101,611
"Bacteroides thetaiotaomicron",5020,7449,6308,1724,515,1231,3034,1941,1364,2264,1541,1856,2614,7165,3610
"Bacteroides uniformis",2369,2749,1940,694,484,855,2153,1213,910,1434,705,1155,1984,3832,1867
"Bacteroides xylanisolvens",2449,4673,3463,992,239,1456,2527,1737,1683,2186,1257,2213,3926,8255,4032
"Bacteroides zhangwenhongii",761,905,907,204,159,360,755,490,453,563,335,400,811,1617,844
"Bacteroides zoogleoformans",1727,1057,951,244,399,631,1117,841,681,554,586,546,713,1584,837
"Phocaeicola coprophilus",3101,4992,4614,1238,432,1154,1788,1297,1115,1487,933,1075,1549,4348,2167
"Phocaeicola dorei",1369,1627,1458,428,175,3006,1050,1137,523,909,775,810,1383,3074,1626
"Phocaeicola salanitronis",2428,1075,1009,327,451,630,1039,817,540,580,608,766,899,2174,1170
"Phocaeicola vulgatus",5397,7394,5878,1428,255,7380,2722,1426,1525,2241,1039,2195,3867,6102,2952
"Barnesiella viscericola",2369,757,876,268,674,537,1064,718,253,273,566,446,552,1004,508
"Coprobacter secundus",201,156,249,76,143,95,324,329,91,137,187,165,131,295,154
"Dysgonomonas sp. HDW5A",45,50,67,23,0,0,193,154,213,607,73,36,38,82,35
"Dysgonomonas sp. HDW5B",118,63,66,22,0,48,234,0,272,544,40,51,67,123,70
"Petrimonas mucosa",368,194,220,81,146,124,317,284,101,123,182,548,156,278,161
"Proteiniphilum saccharofermentans",224,87,174,52,68,40,344,230,99,88,158,94,102,234,126
"Proteiniphilum sp. JNU-WLY501",288,133,110,38,83,40,266,227,58,114,141,95,83,217,86
"Duncaniella dubosii",1469,574,2163,294,588,304,791,609,303,236,388,626,413,683,431
"Duncaniella sp. C9",0,0,1515,0,0,0,0,0,0,0,0,0,0,0,0
"Muribaculum gordoncarteri",1926,592,1476,217,882,480,854,696,409,256,397,791,762,999,561
"Muribaculum intestinale",1326,552,1414,247,630,327,756,594,282,222,458,562,393,718,333
"Sodaliphilus pleomorphus",9966,2422,3216,683,5244,1120,1733,1095,719,784,971,1249,2625,3996,2246
"Butyricimonas faecalis",775,467,333,104,277,77,631,673,328,274,457,330,261,789,323
"Butyricimonas virosa",186,345,249,65,121,119,566,289,156,121,277,252,283,457,257
"Odoribacter splanchnicus",376,247,261,90,116,80,502,566,189,141,539,372,256,630,273
"Paludibacter propionicigenes",220,120,142,70,56,44,1686,884,86,104,544,216,66,202,112
"Porphyromonas asaccharolytica",310,120,126,48,76,78,226,350,50,68,196,88,86,168,90
"Porphyromonas cangingivalis",344,105,163,76,82,59,275,415,54,36,246,110,184,228,107
"Porphyromonas crevioricanis",148,76,72,44,48,38,118,112,32,30,66,50,52,80,42
"Porphyromonas endodontalis",206,52,35,38,47,18,120,269,62,20,136,92,35,142,73
"Porphyromonas gingivalis",591,263,278,75,123,133,522,520,99,115,374,242,141,304,137
"Porphyromonas sp. oral taxon 275",714,154,222,88,218,184,410,320,106,80,236,176,172,218,112
"Paraprevotella xylaniphila",2654,993,848,345,556,583,1200,961,631,583,810,1020,1077,2451,1248
"Prevotella bryantii",2096,3067,2146,750,135,1272,1458,1186,1190,2031,903,1792,4672,7754,3991
"Prevotella buccalis",5850,3461,2985,795,592,2009,1713,1208,1478,1670,924,1804,2215,5767,3372
"Prevotella copri",74253,155494,110652,29746,8013,77440,49042,37142,33661,91393,24307,51189,135099,316676,165598
"Prevotella dentalis",24739,10453,9027,2178,2833,6557,4133,1887,3016,2933,1403,4140,6182,13811,7367
"Prevotella denticola",8285,4199,3814,987,967,2499,1879,1569,1454,1671,1105,1816,2828,6410,3488
"Prevotella enoeca",3556,1998,1870,469,355,1170,929,600,694,940,676,962,1391,3408,1911
"Prevotella fusca",2216,1847,1385,412,237,857,846,593,780,907,456,911,1204,3253,1603
"Prevotella herbatica",1724,1642,1418,448,182,660,880,670,688,966,670,936,1632,3612,2080
"Prevotella histicola",784,935,713,263,78,410,450,354,470,526,236,515,1011,2093,1010
"Prevotella intermedia",5661,4494,3464,952,772,2980,2137,1894,1822,2428,1415,2261,3426,8199,4576
"Prevotella jejuni",2443,3171,2262,818,213,1215,1274,1021,1383,2019,576,1529,3535,9568,4647
"Prevotella melaninogenica",6506,7887,5938,2075,559,3980,4283,2612,2677,4273,2273,3508,6735,17160,8150
"Prevotella multiformis",5914,2745,2330,601,530,1537,1055,672,772,863,461,998,1621,3488,1860
"Prevotella nigrescens",1998,1657,1223,479,349,1071,709,917,997,1218,618,1175,1599,3130,1670
"Prevotella oris",2895,2465,2006,619,283,1173,1246,869,1033,1315,689,1133,1862,4263,2158
"Prevotella ruminicola",5882,4052,3110,962,786,2446,2390,1310,1644,2066,1013,1931,3158,7494,3838
"Prevotella scopos",806,1168,794,201,93,784,588,315,694,682,173,505,762,1818,951
"Prevotella sp. E13-1",3201,1530,0,0,0,776,1563,0,0,1424,0,0,1060,1725,1233
"Prevotella sp. E13-17",7166,3646,2610,883,765,2335,2614,1287,1848,1759,1049,2007,2364,6105,3344
"Prevotella sp. E13-3",2415,1487,2152,643,402,398,920,913,1445,574,812,1624,873,2964,1535
"Prevotella sp. E15-14",0,0,0,0,0,973,0,0,0,0,0,0,796,2328,841
"Prevotella sp. E2-25",2266,1003,1530,467,488,469,746,649,764,395,431,833,401,1018,463
"Prevotella sp. E2-28",4403,2627,2384,619,429,1790,2149,1040,1559,1536,764,1477,2180,4882,2498
"Prevotella sp. E9-3",5396,2702,2253,691,607,1878,2227,1224,1546,1487,1005,1623,2093,5188,3202
"Prevotella sp. oral taxon 299",1391,948,719,236,183,499,649,320,583,493,417,720,667,1941,1312
"Prevotella sp. oral taxon 475",6107,2650,2310,669,612,1923,1432,973,1068,1131,762,1312,1706,4101,2346
"Prevotella sp. Rep29",9934,4152,3695,1083,1031,2997,2430,1362,1944,1838,1051,2114,2933,6910,3870
"Prevotella veroralis",860,855,720,225,95,431,395,316,349,504,235,428,690,2012,941
"Pseudoprevotella muciniphila",2257,785,664,299,424,659,961,943,582,469,756,641,660,1984,1321
"Alistipes communis",1581,533,480,225,646,300,1242,1211,182,110,897,521,361,484,234
"Alistipes dispar",1372,366,520,173,551,343,914,775,201,162,570,354,283,388,240
"Alistipes finegoldii",1432,511,452,304,671,365,949,724,210,183,469,415,335,503,245
"Alistipes indistinctus",649,491,644,224,343,140,529,531,169,178,434,309,337,652,281
"Alistipes megaguti",3217,2323,1785,512,682,982,1596,1167,524,647,870,916,1328,2297,1150
"Alistipes onderdonkii",1161,355,416,186,605,281,905,709,192,141,532,412,297,399,220
"Alistipes senegalensis",1410,556,526,232,775,381,1155,1001,260,171,654,584,402,608,337
"Alistipes shahii",1776,548,547,218,917,327,1269,1034,150,124,840,512,412,539,267
"Alistipes sp. dk3624",619,170,243,103,267,124,523,534,90,53,390,217,150,185,106
"Salinivirga cyanobacteriivorans",78,32,38,20,32,14,112,120,42,46,92,30,42,80,30
"Parabacteroides distasonis",1537,818,683,381,347,275,1501,1398,496,512,988,789,690,1744,850
"Parabacteroides goldsteinii",733,557,486,143,201,208,891,634,282,422,454,351,480,741,409
"Parabacteroides johnsonii",352,206,254,66,96,103,406,276,139,140,279,131,134,298,132
"Parabacteroides merdae",930,510,688,165,217,215,868,727,279,299,479,334,314,738,363
"Parabacteroides sp. CT06",0,0,0,0,0,600,0,0,0,0,0,0,0,0,246
"Tannerella forsythia",387,195,184,73,179,79,431,470,161,124,372,203,267,400,210
"Tannerella serpentiformis",1161,400,392,156,348,178,534,462,164,122,282,282,268,448,250
"Tenuifilum thalassicum",122,54,96,18,56,36,146,172,66,32,104,48,56,92,58
"Labilibaculum antarcticum",66,44,74,24,14,20,164,78,52,44,50,36,68,140,76
"Alkalitalea saponilacus",86,44,70,28,26,74,150,142,54,58,114,54,50,94,38
"Draconibacterium halophilum",86,46,101,22,22,22,92,124,46,43,87,34,24,62,28
"Draconibacterium orientale",69,88,134,49,27,42,205,94,52,50,32,52,76,213,88
"Maribellus comscasis",70,48,62,42,20,16,192,96,52,38,70,42,52,56,70
"Rhodocaloribacter litoris",313,137,151,33,133,116,309,182,65,55,140,50,33,71,34
"Rhodothermus marinus",283,84,154,64,142,49,160,152,86,12,71,58,44,38,24
"Salinibacter ruber",118,50,72,55,88,34,98,60,18,16,56,20,20,22,12
"Arachidicoccus ginsenosidivorans",38,30,36,20,14,26,84,48,48,40,38,28,20,46,26
"Arachidicoccus soli",18,42,40,24,0,22,50,40,28,34,20,30,34,82,36
"Arachidicoccus sp. 5GH13-10",32,84,50,20,14,24,80,34,18,22,28,32,42,44,36
"Arachidicoccus sp. B3-10",0,30,38,20,14,0,88,40,244,80,20,0,36,44,30
"Arachidicoccus sp. BS20",102,52,80,26,42,16,101,54,32,28,30,62,36,80,40
"Chitinophaga agri",69,57,76,31,32,40,101,55,48,48,31,34,42,97,20
"Chitinophaga alhagiae",40,12,62,14,42,28,96,50,22,16,58,34,26,30,24
"Chitinophaga caeni",62,38,32,16,20,28,110,54,32,28,70,20,24,56,24
"Chitinophaga oryzae",214,56,97,43,68,42,195,143,76,30,111,60,64,71,37
"Chitinophaga pinensis",72,42,75,29,68,43,137,87,78,106,50,57,56,69,44
"Chitinophaga sp. KRA15-503",279,115,132,43,52,76,190,147,114,72,114,88,120,121,87
"Chitinophaga sp. XS-30",192,88,96,34,76,38,152,56,56,44,34,30,66,70,42
"Ferruginibacter lapsinanis",48,30,14,0,0,10,82,34,46,28,26,10,20,30,16
"Ferruginibacter sp. KIS38-8",22,0,14,12,0,0,146,32,54,24,20,10,16,26,12
"Filimonas lacunae",98,82,36,0,24,18,152,88,44,34,62,28,28,52,26
"Flavihumibacter sp. IMCC34837",18,24,20,12,18,10,130,32,30,26,30,20,16,22,0
"Flavihumibacter sp. IMCC34838",56,44,34,30,18,16,114,90,32,32,54,30,28,40,14
"Flavisolibacter ginsenosidimutans",54,68,82,30,18,32,124,52,28,14,52,36,26,72,26
"Flavisolibacter tropicus",46,30,22,10,24,12,65,22,28,22,28,0,14,60,32
"Lacibacter sp. S13-6-6",46,34,60,18,10,38,326,92,56,44,68,20,32,66,24
"Niabella ginsenosidivorans",28,26,24,18,10,22,104,36,52,32,20,16,22,36,14
"Niabella soli",60,36,28,0,20,22,128,26,52,18,18,14,26,94,40
"Niastella koreensis",176,58,68,56,32,32,194,104,50,42,56,34,56,96,94
"Panacibacter ginsenosidivorans",30,16,34,12,0,14,150,36,64,48,34,14,26,30,10
"Paraflavitalea soli",106,68,106,24,40,42,190,164,52,42,90,30,66,130,58
"Phnomibacter ginsenosidimutans",52,44,80,26,18,38,180,72,60,40,48,16,28,80,42
"Pseudobacter ginsenosidimutans",82,86,112,40,30,40,166,72,56,44,58,52,76,94,66
"Pseudocnuella soli",204,74,108,24,58,52,352,126,84,74,106,48,52,100,46
"Candidatus Amoebophilus asiaticus",0,0,22,0,0,10,16,14,0,0,0,0,0,14,0
"Candidatus Cardinium Cardinium endosymbiont of Encarsia pergandiella",0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
"Candidatus Cardinium Cardinium endosymbiont of Sogatella furcifera",0,0,0,0,0,10,72,12,0,0,0,0,0,0,0
"Candidatus Cardinium hertigii",0,0,0,0,0,0,50,16,0,0,0,0,0,14,0
"Bernardetia litoralis",18,22,22,12,0,24,56,58,44,56,26,14,28,52,30
"Algoriphagus machipongonensis",30,24,14,0,0,0,62,22,48,52,22,16,0,32,10
"Algoriphagus sanaruensis",20,32,16,16,0,0,60,20,50,26,24,26,26,26,20
"Algoriphagus sp. NBT04N3",20,22,29,25,17,16,84,43,26,27,39,28,0,26,16
"Algoriphagus sp. Y33",38,34,62,20,24,38,76,55,44,50,42,31,22,57,36
"Aquiflexum balticum",64,56,67,14,21,14,69,45,36,30,30,10,24,34,24
"Belliella baltica",24,34,29,20,0,12,69,44,30,41,36,19,41,47,24
"Cyclobacterium amurskyense",56,40,26,28,11,18,58,34,35,26,22,12,12,38,10
"Cyclobacterium marinum",40,34,44,13,15,78,49,42,45,35,23,35,72,147,77
"Echinicola rosea",87,71,62,22,52,45,94,57,44,70,79,24,13,60,26
"Echinicola soli",124,102,92,30,36,26,70,42,58,64,34,26,42,110,50
"Echinicola sp. 20G",28,34,26,16,18,18,50,32,40,34,20,20,44,80,58
"Echinicola sp. SCS 3-6",50,33,107,29,0,41,138,68,48,50,84,39,81,166,103
"Echinicola strongylocentroti",40,50,52,20,26,16,47,32,42,52,28,38,50,35,22
"Echinicola vietnamensis",127,43,105,34,36,0,132,35,46,18,0,84,59,106,45
"Mongoliitalea daihaiensis",16,14,14,14,0,12,54,36,20,28,36,12,34,68,32
"Aquirufa nivalisilvae",12,0,20,0,0,0,50,32,26,16,13,20,26,44,22
"Aquirufa sp. 9H-EGSE",23,12,16,0,20,14,47,83,18,10,28,0,15,24,0
"Cytophaga hutchinsonii",26,46,22,16,0,0,46,36,34,40,26,16,28,42,18
"Rhodocytophaga rosea",76,40,44,22,0,24,164,90,82,52,52,40,46,72,42
"Spirosoma aerolatum",76,54,38,12,14,42,88,50,56,32,32,28,54,54,42
"Spirosoma aureum",109,43,50,17,35,33,92,106,36,22,70,29,26,64,23
"Spirosoma endbachense",96,66,51,30,46,28,103,51,31,27,53,28,49,31,22
"Spirosoma montaniterrae",98,60,78,20,42,42,70,56,44,14,46,22,34,60,34
"Spirosoma pollinicola",64,47,44,20,37,26,94,69,34,58,50,25,43,63,49
"Spirosoma radiotolerans",92,48,28,10,42,36,136,82,50,26,44,20,18,18,0
"Spirosoma rigui",110,76,60,38,72,22,120,86,22,16,64,24,46,72,36
"Spirosoma sp. CJU-R4",152,60,58,32,42,78,104,92,28,30,58,32,20,52,12
"Spirosoma sp. KCTC 42546",110,48,78,12,24,22,126,82,64,52,40,42,34,38,24
"Spirosoma sp. KCTC 72228",56,54,54,12,30,54,122,76,42,28,48,28,26,80,42
"Spirosoma sp. KNUC1025",0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
"Spirosoma sp. KUDC1026",84,40,38,26,20,42,118,122,30,14,70,20,12,20,20
"Spirosoma sp. RHs26",62,52,24,16,94,14,104,64,18,14,36,28,32,28,18
"Spirosoma taeanense",116,48,44,24,20,28,114,50,22,22,38,22,28,42,26
"Flammeovirga kamogawensis",16,22,42,32,0,0,78,45,26,47,26,16,20,42,16
"Flammeovirga pectinis",30,14,28,15,0,32,56,40,30,46,34,36,44,86,46
"Flammeovirga sp. MY04",34,35,24,0,0,31,107,47,36,42,29,0,26,55,24
"Flammeovirga yaeyamensis",38,16,13,0,0,0,59,68,72,29,43,32,87,148,61
"Chryseolinea soli",202,94,156,52,86,84,236,78,32,52,62,54,46,74,40
"Fulvivirga lutea",0,26,32,10,12,0,64,26,22,20,22,22,0,48,14
"Fulvivirga sp. SS9-22",76,36,50,20,16,22,70,32,54,38,26,38,34,38,36
"Fulvivirga sp. SW1-E11",20,26,22,14,0,12,84,26,32,36,20,10,32,30,16
"Fulvivirga sp. W9P-11",31,35,18,16,0,22,73,30,40,30,26,27,29,48,16
"Adhaeribacter radiodurans",30,50,46,24,32,0,84,74,22,26,64,16,28,62,22
"Adhaeribacter swui",66,28,50,0,38,16,60,30,30,10,14,22,24,40,18
"Hymenobacter baengnokdamensis",59,21,23,22,12,80,138,34,31,20,27,17,25,58,36
"Hymenobacter busanensis",212,48,80,42,82,52,122,32,28,12,42,34,36,78,38
"Hymenobacter jejuensis",138,82,94,34,46,56,98,44,30,30,32,30,36,82,44
"Hymenobacter nivis",186,50,70,42,84,34,110,90,26,26,52,34,42,52,20
"Hymenobacter oligotrophus",132,50,70,18,52,38,106,40,24,12,36,32,40,36,16
"Hymenobacter qilianensis",124,63,50,12,53,53,69,63,82,41,62,30,20,24,28
"Hymenobacter radiodurans",469,139,162,98,161,130,136,125,0,0,89,138,81,236,141
"Hymenobacter sedentarius",210,84,110,54,74,58,126,86,36,22,70,64,42,70,42
"Hymenobacter sp. APR13",346,85,108,57,81,111,175,69,42,40,60,77,41,86,31
"Hymenobacter sp. BRD128",161,70,100,28,62,58,115,70,38,38,48,42,46,112,38
"Hymenobacter sp. BRD67",62,33,54,25,21,23,62,43,15,10,26,25,20,29,0
"Hymenobacter sp. BT18",192,48,66,46,62,72,80,82,22,28,42,36,40,32,24
"Hymenobacter sp. DG01",244,70,98,59,66,68,174,57,45,37,67,63,74,80,28
"Hymenobacter sp. DG25A",83,32,52,0,68,46,44,77,10,0,56,24,0,34,0
"Hymenobacter sp. DG25B",53,37,57,31,29,19,55,63,16,12,45,15,20,16,10
"Hymenobacter sp. HDW8",180,96,119,0,65,55,269,154,86,74,115,65,86,44,0
"Hymenobacter sp. NBH84",191,63,120,35,40,111,121,119,45,31,89,41,50,78,54
"Hymenobacter sp. PAMC 26554",166,72,44,44,56,64,116,68,36,20,90,64,36,58,32
"Hymenobacter sp. PAMC 26628",198,102,82,32,82,60,90,50,18,40,34,46,58,42,38
